autor,texto,data,link,hashtags,senioridade,localizacao,label
MOST Specialist Technologies,"Estamos com vagas abertas para Machine Learning Engineer:Descrição da Vaga:Pesquisa e desenvolvimento de algoritmos voltados para soluções de Machine Learning para o produto mostQI (mostqi.com). Treinamento de modelos de Machine Learning, Data Science, aplicação de técnicas de Engenharia de Software, CI/CD e DevOps.Responsabilidades:Desenvolvimento e manutenção de serviços e algoritmos voltados para o processamento, extração, transformação e tratamento de dados dentro da nossa stack.Requisitos:Graduados, Pós Graduados ou formados em ciências da computação, sistemas de informação, Engenharia Elétrica/Automação/Computação ou áreas afins;Bom conhecimento de NLP e de arquiteturas de LLMPython;Programação em ambiente Linux.Desejável:C++;Facilidade em resolver problemas;Experiência com Deep Learning aplicado à Visão Computacional e NLP;Experiência com Pytorch, TensorFlow, OpenCV, Docker, Kubernetes e AWS.Diferenciais (não obrigatórios, mas valorizados):Curiosidade;Mentalidade crítica, criativa e experimental;Saber pesquisar, expandir o conhecimento e sempre se modernizar;Conhecimento em visão computacional;Perfil proativo;Boa comunicação.Sobre a empresa:Somos uma empresa inovadora que está mudando a forma como as pessoas se relacionam com as empresas, por meio da inteligência artificial. Estamos buscando talentos apaixonados e motivados para se juntar à nossa equipe e nos ajudar a ampliar nossos workflows. Oferecemos um ambiente de trabalho desafiador e gratificante, onde você terá a oportunidade de aprender e crescer profissionalmente.Regime de Contratação:100% Home Office, de segunda à sexta-feira em uma das opções:Estágio: 6h diárias com bolsa de R$ 4.000,00 (Vale refeição; Seguro de vida; Day Off ou vale aniversário.)CLT: 8h diárias com salário a combinar (Participação nos lucros; Vale refeição; Day Off ou vale aniversário; Plano de saúde e odontológico SulAmérica 100% pago pela empresa para o titular.)A descrição completa da vaga está disponível no link abaixo:Perfil da vaga:https://lnkd.in/dywgd_TPFormulário de Inscrição:https://lnkd.in/dHi9sXmPLink do Desafio Técnico:https://lnkd.in/dVYe8w6BEmail para envio de currículos e desafio técnico:rh@most.com.brFaça parte de uma equipe apaixonada e dedicada. Não perca essa oportunidade de fazer a diferença!",2 h,https://www.linkedin.com/feed/update/urn:li:activity:7396210288980570112,[],senior,remoto,vaga
Mirela Cazzolato,"Estão abertas as inscrições para a IX Escola Avançada em Big Data AnalysisVocê pode escolher se inscrever para quantos cursos desejar.👉 Profissionais: R$ 140,00 por curso👉 Estudantes de Graduação, de Pós-Graduação (strictu sensu) e de MBA da USP: R$ 70,00 por cursoSe inscreva agora, vagas limitadas!https://lnkd.in/dyXWN5pESegue lista de todos os cursos que serão ministrados:- Curso 1: Manipulação de Espaços Latentes em Redes Neurais - 01/12 das 14h às 17h- Curso 2: Uma introdução à Visualização de Dados (e como não ser enganado por ela) - 01/12 das 18h às 21h- Curso 3: Inteligência Artificial Criativa Aplicada ao Desenvolvimento de Jogos 2D - 02/12 das 14h às 17h- Curso 4: Gerenciamento de ciclo de desenvolvimento de machine learning com MLflow - 02/12 das 18h às 21h- Curso 5: Inteligência em Redes Sociais: Análise, LLMs e Aprendizado com Grafos na Era dos Dados Conectados - 03/12 das 14h às 17h- Curso 6: Visão Computacional Fora do Laboratório: Aprendizado por Poucos Exemplos em Aplicações Reais - 03/12 das 18h às 21h- Curso 7: Redes Neurais de Grafos Aplicadas à Visão Computacional - 04/12 das 14h às 17h- Curso 8: Mineração de Grafos Temporais: Engenharia de Características e Aplicação em Detecção de Fraudes - 04/12 das 18h às 21h- Curso 9: Introdução aos Sistemas de Recomendação - 05/12 das 14h às 17h- Curso 10: Técnicas Avançadas de Customização de Modelos de Linguagem - 05/12 das 18h às 21h",3 h,https://www.linkedin.com/feed/update/urn:li:activity:7396185847164821504,[],não identificado,sp,postagem
Ezequiel Santos,"Oportunidades na SysManager: Estamos contratando talentos em tecnologia!Você está buscando o próximo grande passo na sua carreira em tecnologia? A SysManager, uma empresa em constante crescimento e inovação, está com diversas oportunidades abertas para profissionais que desejam fazer a diferença no mercado digital.Estamos expandindo nossas equipes e procuramos talentos, especialmente nas áreas de Dados e Inteligência Artificial, Desenvolvimento Full Stack, Gestão de Projetos e DevOps/Infraestrutura. Se você é um especialista em Machine Learning, um Engenheiro de Dados, um Desenvolvedor experiente ou um Gerente de Projetos ágil, temos uma vaga que pode ser a sua cara!Nossas oportunidades abrangem diferentes níveis de senioridade, do júnior ao especialista, e oferecem modelos de trabalho flexíveis, incluindo posições presenciais e remotas. Valorizamos a inovação, o trabalho em equipe e o desenvolvimento contínuo dos nossos colaboradores.Não perca a chance de se juntar a um time de alta performance e construir o futuro da tecnologia conosco. Visite nossa página de carreiras, confira todas as vagas disponíveis e encontre a oportunidade perfeita para você!Link:https://lnkd.in/dKATPNAA",7 h,https://www.linkedin.com/feed/update/urn:li:activity:7396136047941873664,[],senior,sp,vaga
Ed Marques,"🗣️ Vaga Nova: Analista de Sistemas e Inovação (Foco em IA)📢 Se você curte trabalhar com tecnologias robustas em uma empresa sólida, referencia no segmento e está sempre de olho em soluções inovadoras, essa oportunidade pode ser sua.Vamos juntos?Sua Missão:Mapear e compreender processos de negócio.Propor soluções tecnológicas e de automação, avaliando o impacto, viabilidade e retorno das iniciativas.Aplicar visão de IA para detectar oportunidades de uso de machine learning, automação cognitiva, processamento de linguagem natural (NLP), RPA com IA, entre outros.Desenhar fluxos de processos futuros (to-be).Conduzir análises de dados e métricas operacionais.Atuar em conjunto com times de TI e inovação na priorização, desenho técnico e implementação de soluções.Promover a cultura de melhoria contínua e transformação digital dentro das áreas de negócio.Requisitos:Ferramentas de automação e integração (Power Automate, UiPath, Make, Zapier, N8N e etc.).Conceitos de IA generativa e preditiva aplicados a negócios.Noções de design thinking e metodologias ágeis (Scrum, Kanban).Capacidade de tradução entre linguagem técnica e de negócios.💻 Atuação Híbrida (3x2) - Presencial Bela Vista - SP e (2 dias remotos).📃 Regime PJ✨ Início: Imediato.Gostou? 🙂Tem interesse na vaga?! Cadastre se no Link:https://lnkd.in/dx9kyqtxWhatsApp:https://lnkd.in/d_WGTP3x",6 h,https://www.linkedin.com/feed/update/urn:li:activity:7396149756818948096,[],senior,remoto,vaga
Maíra Casuza,"🚀 Quer fazer parte de uma das maiores companhias de alimentos do mundo?A MBRF está com uma oportunidade incrível para Analista de Tecnologia Sênior (Full Stack) Presencial em Curitiba/PR ou São Paulo/SP!Se você é apaixonado por tecnologia, gosta de desafios e quer trabalhar em projetos que impactam milhões de pessoas, essa vaga é para você! 💻✨O que você vai encontrar por aqui:✅ Desenvolvimento de APIs RESTful e GraphQL✅ Integração com mensageria (Kafka, RabbitMQ)✅ Microserviços, cloud, containers e muito mais!✅ Cultura ágil e foco em inovação✅ Ambiente colaborativo e oportunidades de crescimentoRequisitos:🔹 Proficiência em C#, Python ou C++🔹 Experiência com SQL/NoSQL, CI/CD, Docker, Kubernetes🔹 Conhecimento em segurança, LGPD/GDPR e boas práticas de arquiteturaDiferenciais:🤖 Inteligência Artificial e Machine Learning🌐 Inglês avançado💡 Edge Computing📢 Se identificou? Então não perca tempo!👉 Inscreva-se agora e venha construir sua carreira com a gente!https://lnkd.in/dTsuA6MN",51 min,https://www.linkedin.com/feed/update/urn:li:activity:7396229917367087104,[],senior,são paulo,vaga
Thaisa Zago Sartori,"🚀 MAIS DE 260 VAGAS REMOTAS NA STEFANINI!💻 Salários de até R$ 8 mil | Áreas de Tecnologia, Dados, Cloud, IA, Segurança e muito maisA multinacional Stefanini, presente em 41 países e uma das 100 maiores empresas de tecnologia do mundo, abriu um novo ciclo de contratações com centenas de vagas para trabalhar em casa.Se você busca crescimento profissional, flexibilidade e projetos globais, esta é uma oportunidade imperdível.🔍 Algumas das vagas disponíveisDesenvolvedor(a) Front-End Angular JrDesenvolvedor Full Stack PlenoDesenvolvedor(a) PL/SQL com .NET PlenoDesenvolvedor JavaAnalista Machine Learning / PythonDesenvolvedor Java + AWSCientista de Dados SrEngenheiro de DadosAnalista de SegurançaDesenvolvedor .NET (incluindo vagas PCD)Analista QA PlDesenvolvedor FlutterEspecialista em Transformação DigitalArquiteto Cloud… e muitas outras!https://lnkd.in/duywtFNz",20 h,https://www.linkedin.com/feed/update/urn:li:activity:7395934062609321984,[],senior,sp,vaga
"REMIT Research on Economics, Management and IT","Jornada formativa Academia Twin NavAux no Porto (UPT)📢 Inscreve-te na sessão formativa gratuita sobre as tecnologías fundamentais de un Gémeo Digital: Machine Learning, simulação e IoT.👉 As investigadoras do projeto",3 h,https://www.linkedin.com/feed/update/urn:li:activity:7396192693183348736,[],senior,não identificado,vaga
Juliana Tavares 🏳️‍🌈,"Assim como conquistei a vaga, também conquistei o diploma! Agora tenho um podcast no Spotify sobre inteligência artificial na educação totalmente gerado por IA graças a esse bootcamp. ✨Foram 10 módulos imersivos, questionários focados em LLMs, machine learning, ética e ferramentas, com entrega do projeto do podcast e do e-book gerados por IA.Obrigada pela oportunidade,Santander Open AcademyeDIO.",54 min,https://www.linkedin.com/feed/update/urn:li:activity:7396229075695976448,[],não identificado,sp,postagem
Stephanie Paula,Confira esta vaga na Nubank: Senior Machine Learning Engineer,1 sem,https://www.linkedin.com/feed/update/urn:li:activity:7393650528104148992,[],senior,não identificado,vaga
Bianca T.,"Olá rede! 🌟AThoughtworksestá com vagas Júnior para a TWU (Thoughtworks University) para Junior Backend Developer (Java + Springboot), (Python + FastAPI or Django), (Node.js + Typescript).O programa foi criado para iniciantes na área de TI e conta com um treinamento de um mês na Índia, para depois começar 100% remoto como pessoa desenvolvedora júnior.🌸 As vagas dessa vez são somente Affirmative Hiring for Women & Gender Diversity.As vagas são para pessoas desenvolvedoras, que tenham:✅ Menos de 2 anos de experiência em desenvolvimento (contando estágios).✅ Disponibilidade de viajar para a Índia por 4 semanas.✅ Passaporte válido e certificado de vacina contra febre amarela.✅ Inglês avançado (treinamento todo em inglês).Os requisitos técnicos para as 3 vagas são:✅ You have practical knowledge on one of the stacks mentioned.✅ You demonstrate initial knowledge of object-oriented programming principles (e.g., can define encapsulation) and are learning its basic concepts with some hands-on experience.✅ You can write code that is readable, maintainable and extensible, and you are aware of the importance of tests.✅ You are aware of the technical ecosystem where code and artifacts run (infrastructure, runtime, web architecture, operating systems).✅ Good to have: exposure to machine learning, LLM fundamentals, agentic AI development, and AI-assisted software tools.✅ Good to have: exposure to cloud-based concepts.🚀 Para ser indicada, me mande uma DM com seu currículo, vaga que deseja concorrer e um breve texto que te ajudaria a ser contratada, tudo em Inglês.Saiba mais sobre a TWU:https://lnkd.in/d_VuQfqC",3 d,https://www.linkedin.com/feed/update/urn:li:activity:7395121905378332672,[],senior,remoto,vaga
Jenny Huang,"🇧🇷 Atenção, Talentos de Machine Learning do Brasil! 👩🏻‍💻Se você é MLE buscando um novo desafio em um ambiente internacional e dinâmico, esta vaga é para você!É essencial possuir",4 d,https://www.linkedin.com/feed/update/urn:li:activity:7394448563604238336,[],senior,não identificado,vaga
Fernanda Hueichapán Díaz,"🇧🇷 Atenção Talentos de Machine Learning do Brasil! 🇧🇷Se você é MLE buscando um novo desafio em um ambiente internacional e dinâmico, esta vaga é para você!É essencial possuir",5 d,https://www.linkedin.com/feed/update/urn:li:activity:7394084394082398208,['azuredevopse'],pleno,não identificado,vaga
JusCash,"🚀 Estamos com vaga aberta!Venha fazer parte do time de Produto da JusCash, liderado pela P.MElizabeth Pacheco Brandão!Estamos em busca de um(a) Analista de Machine Learning Júnior (com foco em IA) para atuar 100% remoto e contribuir diretamente com o crescimento dos nossos produtos e soluções de Inteligência Artificial.Você vai trabalhar com modelos de linguagem natural (LLMs), automação de fluxos, análise de dados e desenvolvimento de soluções de IA generativa usando ferramentas como OpenAI, LangChain, Langflow e outras tecnologias de NLP.Se você tem experiência com Python, Machine Learning e adora explorar os limites da IA aplicada, essa vaga é pra você! 💡🔗https://lnkd.in/dz6P6K5s",5 d,https://www.linkedin.com/feed/update/urn:li:activity:7394378268034011136,"['vemprajuscash', 'vagas', 'machinelearning', 'inteligenciaartificial', 'ia', 'remoto', 'tech', 'produto']",junior,remoto,vaga
Thiago Marques 😃,"O mercado de dados não está esperando.E você? 🚀Sabia que a profissão de Analista de Dados foi uma das que mais cresceram no Brasil, com um aumento de mais de 30% na procura no último ano?A previsão é que a demanda por especialistas em dados continue subindo em dois dígitos nos próximos anos.A nossa Trilha de Formação Essencial foi desenhada para te dar exatamente o que as empresas procuram:🐍 SQL & Python: Habilidades presentes em mais de 70% das vagas de dados.📊 Estatística: O alicerce para tomar decisões inteligentes e se destacar.🤖 Machine Learning: O diferencial para construir uma carreira sólida e de ponta.📈 Power BI: A ferramenta de visualização mais exigida pelo mercado.E ainda mais...⭐ Bônus Exclusivos: Além das 20h de mentorias, você leva um curso de Data Visualization com Power BI e R (2h) para ampliar seu leque de ferramentas!Com salários para iniciantes na área podendo variar de R$ 4.000 a R$ 7.000, o investimento na sua capacitação é o primeiro passo para uma carreira lucrativa e cheia de oportunidades.Não seja apenas um espectador. Comece a construir seu futuro agora com mais de 78 horas de conteúdo prático!https://lnkd.in/dQ3_Krh6https://bit.ly/TrilhasCECD",5 d,https://www.linkedin.com/feed/update/urn:li:activity:7394154552909819904,"['cienciadedados', 'vagastech', 'mercadodetrabalho', 'carreiraemdados', 'salarioti', 'powerbi', 'sql', 'python', 'dataanalytics']",pleno,sp,vaga
Leonardo Miralles,"📊 Vaga: Cientista de Dados📍 Local: remoto – Brasil🧩 Responsabilidades📥 Coletar dados de diferentes fontes, como bancos de dados, sistemas ERP, CRMs e APIs🔗 Integrar e preparar dados para análise, garantindo consistência e qualidade📈 Realizar análises exploratórias e aplicar técnicas de estatística e machine learning📊 Desenvolver dashboards e relatórios interativos em Power BI ou Tableau🎯 Apoiar a tomada de decisão estratégica com base em dados💡 Identificar oportunidades de melhoria nos processos de negócio🤝 Colaborar com equipes multidisciplinares para alinhar objetivos e soluções analíticas🧠 Requisitos🎓 Ensino superior em cursos relacionados à análise de dados ou estatística📊 Proficiência em ferramentas de BI (Power BI, Tableau, QlikView ou Looker)🧮 Experiência sólida em SQL para consultas e relatórios🗄️ Conhecimento em bancos relacionais (MySQL, PostgreSQL) e preferencialmente NoSQL (MongoDB)📈 Habilidade para criar dashboards e relatórios interativos✨ Diferenciais⚙️ Experiência com ferramentas de ETL (Talend, Apache NiFi ou soluções em Python)📚 Conhecimento em métodos estatísticos e modelagem de dados🤖 Experiência com análise preditiva e machine learning (Random Forest, XGBoost, etc.)💬 Capacidade de comunicação para traduzir análises complexas em insights claros🎓 Certificações em BI, análise de dados ou áreas correlatas🎁 Benefícios🏥 Assistência médica🍽️ Vale alimentação ou vale refeição🎂 Day off no aniversário👶 Auxílio creche👨‍👧 Licença paternidadeInscrições pelo link:https://lnkd.in/dzsVZGsB----------⚡ Essa vaga foi divulgada antes no nosso grupo do WhatsApp:https://lnkd.in/dDEXutV8",6 d,https://www.linkedin.com/feed/update/urn:li:activity:7393724138944872448,"['vagas', 'vagasdados', 'cientistadedados', 'datascience', 'machinelearning', 'powerbi', 'tableau', 'sql', 'python', 'etl', 'bi', 'remoto', 'clt']",pleno,remoto,vaga
Lucas Ribeiro,"📌Vaga: Pessoa Product Owner Pleno🌏Remoto I CLT📝Os principais desafios como PESSOA PRODUCT OWNER PLENO são:✅Entender e traduzir as necessidades do negócio em histórias técnicas claras, priorizadas e viáveis para o time;✅Atuar como ponte entre áreas de negócio e técnica, garantindo alinhamento estratégico e técnico dos produtos desenvolvidos;✅Participar ativamente das cerimônias ágeis (planning, refinamentos, reviews, etc.);✅Trabalhar com squads que desenvolvem soluções de IA, pipelines de dados e microsserviços escaláveis;✅Garantir que os requisitos técnicos sejam compreendidos e viáveis, ajustando expectativas quando necessário;✅Acompanhar métricas de produto e uso de soluções para embasar decisões com dados;✅Contribuir com a visão e roadmap do produto, equilibrando valor de negócio e complexidade técnica.🔍Buscamos profissionais com:✅Graduação completa.✅Experiência prévia como PO técnico, Tech Lead, Squad Lead ou similar em times de engenharia de software, dados ou IA;✅Excelente capacidade de comunicação com equipes técnicas (conhecimento prático de APIs, microsserviços, arquiteturas distribuídas, pipelines de dados, etc.);✅Experiência com metodologias ágeis (Scrum, Kanban);✅Capacidade de escrever histórias de usuário técnicas com critérios de aceitação claros;✅Familiaridade com ciclo de vida de modelos de machine learning (desejável conhecimento de MLOps);✅Conhecimento em sistemas baseados em nuvem (AWS, Azure ou GCP);✅Perfil analítico, organizado e com boa capacidade de priorização.💌Curtiu? Para se candidatar-se clique no link abaixo: ⬇️🔗https://lnkd.in/dEMGVA8F⚠️Obs: Enviar currículo apenas para a empresa contratante. ‼️",3 d,https://www.linkedin.com/feed/update/urn:li:activity:7394902666725703680,['compartilhamentodevagas'],pleno,remoto,vaga
Nilton Utembergue Junior,"Vaga incrível de 𝗖𝗶𝗲𝗻𝘁𝗶𝘀𝘁𝗮 𝗱𝗲 𝗗𝗮𝗱𝗼𝘀 𝗝ú𝗻𝗶𝗼𝗿 e o melhor: é 𝟭𝟬𝟬% 𝗥𝗲𝗺𝗼𝘁𝗼! 🌎Quer contribuir na construção agentes de IA aqui na Afya e ainda trabalhar com ferramentas de ponta como 𝗗𝗮𝘁𝗮𝗯𝗿𝗶𝗰𝗸𝘀, 𝗔𝘇𝘂𝗿𝗲, 𝗚𝗖𝗣 entre outras? 🚀Buscamos uma pessoa para o time de Dados e Analytics da Afya que queira mergulhar em um ambiente dinâmico, colaborativo e cheio de desafios.Procuramos um perfil analítico, comunicativo, curioso e com muita vontade de aprender.Se você quer trabalhar com plataformas de ponta, construir modelos de machine learning e contribuir na avaliação de agentes (LLMs), gerando impacto real no negócio, essa vaga é pra você!Confira todos os detalhes e inscreva-se aqui:https://lnkd.in/dtbk38nF",1 sem,https://www.linkedin.com/feed/update/urn:li:activity:7393652987954495488,[],senior,não identificado,vaga
Candidata ai,"🔥 *Tem nova vaga na área*!➡️ *Engenheiro(a) de Machine Learning Senior*🏢 Rehva Tech📍Remoto👉https://lnkd.in/dDbXzVnf🎯 Procuramos um(a) Engenheiro(a) de Machine Learning Sênior com perfil proativo, autonomia e forte visão de negócio. Você será responsável por desenvolver e implementar modelos de ML (precificação, previsão de demanda, lead scoring, churn), aplicar LLMs e agentes de IA, e projetar/manter pipelines de dados em ambiente cloud. Além disso, atuará na estruturação de arquiteturas de dados, MLOps/LLMOps e em soluções de visão computacional, avaliando e aprimorando a qualidade de fotos e detectando atributos.🛠️ Habilidades e Requisitos:- Forte domínio em Python e bibliotecas de ML (Scikit-learn, XGBoost, TensorFlow/PyTorch).- Experiência em pipelines de dados (Airflow, Prefect, dbt).- Conhecimento em SQL e bancos de dados (relacionais e não-relacionais).- Experiência com LLMs e frameworks de orquestração (LangChain, LangGraph, LlamaIndex).- Familiaridade com cloud computing (AWS, GCP, Azure).- Vivência em MLOps/LLMOps.- Experiência em visão computacional (OpenCV, Detectron2, YOLO, CLIP, Segment Anything ou similares).❤️ Benefícios:- Cartão Flash (R$ 40/dia)- Plano de Saúde SulAmérica (com reembolso)- TotalPass- Convênio SESC",6 d,https://www.linkedin.com/feed/update/urn:li:activity:7394037653559611392,"['machinelearning', 'engenheiro', 'senior', 'remoto', 'inteligenciaartificial', 'datascience', 'vaga', 'oportunidade']",senior,remoto,vaga
Leonardo Miralles,"📊 Vaga: Cientista de Dados📍 Local: Barra Funda – modelo híbrido (3 dias presenciais e 2 home office)💰 Salário: R$ 12.562,73🧩 Principais Responsabilidades📏 Definir e implementar políticas, padrões e processos de governança e gestão de dados.🔗 Estruturar pipelines de dados e automatizar datasets para análises estratégicas.🤖 Aplicar modelos estatísticos e técnicas de Machine Learning para resolver desafios de negócio.📊 Conduzir projetos de Big Data e Analytics da concepção à entrega de dashboards e KPIs.🚀 Identificar oportunidades de negócio orientadas por dados e otimizar a tomada de decisão corporativa.🎓 Requisitos e Qualificações🎓 Ensino superior completo em Ciência da Computação, Engenharia, Matemática, Economia, Administração ou áreas correlatas.📈 Experiência comprovada em projetos de Governança de Dados, BI ou Analytics.🏗️ Conhecimento avançado em Data Warehousing, Big Data, Data Science e Data Visualization.🧭 Familiaridade com metodologias ágeis e domínio de inglês técnico.🎓 Desejável: pós-graduação e entendimento sobre legislação e uso ético de dados (LGPD).🧠 Habilidades Técnicas e Comportamentais🛠️ Técnicas: Garantia e qualidade de dados (precisão, completude e atualidade); curadoria e documentação técnica de soluções e processos; implementação de soluções de gestão e integração de dados.🤝 Comportamentais: Comunicação eficaz entre áreas técnicas e de negócio; capacidade analítica e resolução de problemas; articulação e proatividade para promover melhorias contínuas.🎁 Benefícios🚌 Vale transporte.🍽️ Vale refeição (R$ 47,00/dia).🧺 Cesta alimentação (R$ 490,00/mês).🏥 Assistência médica e odontológica (Life Empresarial Saúde).🏫 SESC.🛡️ Seguro de vida.📬 Candidaturas📧 Envie seu currículo paracarvalho.dianarh@gmail.com----------------📲 Vagas como essa chegam primeiro no grupo VIP do WhatsApp:https://lnkd.in/dDEXutV8",6 d,https://www.linkedin.com/feed/update/urn:li:activity:7393995928438910977,"['vagas', 'cientistadedados', 'machinelearning', 'bigdata', 'datawarehouse', 'datascience', 'datavisualization', 'bi', 'lgpd', 'analytics', 'barrafunda']",pleno,remoto,vaga
Rafael Bortoletto,"Inove além do Machine Learning!Prepare-se para mais um encontro que vai conectar você ao futuro da tecnologia. Se você atua ou tem experiência com Dados, esse evento é pra você!OSantander Brasilconvida você para um Meetup exclusivo com a presença especial do Databricks, em uma conversa sobre estratégias de deploy para modelos online de Machine Learning, com foco em decisões de crédito.Um tema essencial para quem quer entender, na prática, como dados e inteligência artificial estão revolucionando o mercado financeiro e como essas soluções são aplicadas para gerar valor e eficiência nas decisões do dia a dia.🔍 O que te espera:- Um mergulho em casos reais e aprendizados sobre o uso de Machine Learning em escala;-A oportunidade de trocar experiências com profissionais que estão moldando o futuro dos dados no Brasil.-Happy Hour para compartilhar conhecimentos e realizar networking📅 Data: 25 de novembro🕖 Horário: 19h às 20h30📍 Local: R. Amador Bueno, 474 – Santo Amaro - SPInclusão é parte do nosso propósito. Este evento será acessível, com intérprete de Libras.Garanta sua vaga e participe dessa jornada de tecnologia, inovação e aprendizado.👉https://lnkd.in/dXbucy8h",3 d,https://www.linkedin.com/feed/update/urn:li:activity:7394794610532794369,[],não identificado,sp,postagem
Flávio Barbosa 🏳️‍🌈,"Inove além do Machine Learning!Prepare-se para mais um encontro que vai conectar você ao futuro da tecnologia. Se você atua ou tem experiência com Dados, esse evento é pra você!OSantander Brasilconvida você para um Meetup exclusivo com a presença especial doDatabricks, em uma conversa sobre estratégias de deploy para modelos online de Machine Learning, com foco em decisões de crédito.Um tema essencial para quem quer entender, na prática, como dados e inteligência artificial estão revolucionando o mercado financeiro e como essas soluções são aplicadas para gerar valor e eficiência nas decisões do dia a dia.Se inscreva aqui:https://lnkd.in/d7rTVUr2🔍 O que te espera:- Um mergulho em casos reais e aprendizados sobre o uso de Machine Learning em escala;-A oportunidade de trocar experiências com profissionais que estão moldando o futuro dos dados no Brasil.-Happy Hour para compartilhar conhecimentos e realizar networking📅 Data: 25 de novembro🕖 Horário: 19h às 20h30📍 Local: R. Amador Bueno, 474 – Santo Amaro - SPInclusão é parte do nosso propósito. Este evento será acessível, com intérprete de Libras. Garanta sua vaga e participe dessa jornada de tecnologia, inovação e aprendizado.",6 d,https://www.linkedin.com/feed/update/urn:li:activity:7394017530102595585,[],não identificado,sp,postagem
Lucas Ribeiro,"📌Vaga: Pessoa Cientista de Dados Sênior🌏Remoto I CLT📝Responsabilidades e atribuições:✅Realizar análises quantitativas e estatísticas aplicadas a processos de supply chain.✅Desenvolver modelos preditivos e algoritmos de otimização para apoiar decisões em logística, inventário, planejamento de demanda, entre outros.✅Trabalhar em parceria com áreas de negócio para entender problemas e propor soluções baseadas em dados.✅Documentar metodologias e resultados de forma clara e objetiva.✅Garantir a qualidade e integridade dos dados utilizados nas análises📝Requisitos e qualificações:✅Graduação em Ciência de Dados, Engenharia, Estatística, Matemática, Economia ou áreas correlatas.✅5+ anos de experiência com ciência de dados aplicada a supply chain.✅Domínio de Python, SQL e bibliotecas como Pandas, Scikit-learn, NumPy.✅ Experiência com modelagem estatística, machine learning e algoritmos de otimização.✅Conhecimento sólido dos processos de supply chain | IMPRESCINDÍVEL.🌟Desejável:✅Conhecimento em bibliotecas de otimização (como Pyomo ou PuLP).✅Conhecimento em cloud (preferencialmente AWS).✅Familiaridade com séries temporais e previsão de demanda (ex: Prophet).✅Pós-graduação ou MBA em áreas relacionadas.💌Curtiu? Para se candidatar-se clique no link abaixo: ⬇️🔗https://lnkd.in/dckxUHXu⚠️Obs: Enviar currículo apenas para a empresa contratante. ‼️",1 sem,https://www.linkedin.com/feed/update/urn:li:activity:7393699729701855232,['compartilhamentodevagas'],senior,remoto,vaga
Leonardo Miralles,"📊 Vaga: Analista de Business Intelligence Sênior📍 Local: Remoto – Brasília/DF🧠 Responsabilidades:📌 Realizar levantamento e refinamento de requisitos para soluções de análise e ciência de dados.📊 Criar e otimizar painéis interativos e relatórios analíticos.🧩 Aplicar práticas de DataMLOps para automação, versionamento e monitoramento de pipelines analíticos.🛠️ Apoiar implantações de BI em ambientes de teste, homologação e produção.🔄 Elaborar projetos com entregas por Sprints, seguindo métodos ágeis.📝 Criar e validar modelos de machine learning integrados a soluções de IA.🔗 Executar migração de painéis e ETLs entre plataformas.⚙️ Desenvolver processos de ETL/ELT e orquestração de pipelines de dados.📚 Documentar soluções técnicas.🔐 Garantir governança e segurança dos dados.🧠 Requisitos:🎯 Experiência mínima de 5 anos em projetos de Dados e BI.📊 Domínio de QlikView, Power BI e Microsoft Fabric.🐍 Conhecimento sólido em Python.🧵 Vivência com Airflow, ElasticSearch e MongoDB.🧱 Expertise em modelagem de dados relacional e multidimensional.⚙️ Domínio de ETL/ELT, pipelines e orquestração.🗄️ Experiência com SQL Server e PostgreSQL.💾 SQL avançado.🚀 Experiência em DataMLOps, CI/CD, versionamento e Azure DevOps.🧠 Capacidade de liderança e resolução de problemas.🎓 Ensino superior completo em Informática ou graduação com especialização em TI (mínimo 360h).✨ Diferenciais:🤖 Experiência com modelos de Machine Learning em produção.📈 Vivência com múltiplas plataformas de BI.🧠 Experiência com IA aplicada.☁️ Experiência com Azure.📝 Informações adicionais:🏛️ Atuação em projetos estratégicos do setor público.🚀 Participação direta na transformação digital do DF.Inscrições pelo link:https://lnkd.in/dhUR4H7H----------------📲 Vagas como essa chegam primeiro no grupo VIP do WhatsApp:https://lnkd.in/dDEXutV8",2 d,https://www.linkedin.com/feed/update/urn:li:activity:7395158583409115136,"['vagas', 'bi', 'businessintelligence', 'powerbi', 'microsoftfabric', 'qlikview', 'python', 'sql', 'etl', 'datamlops', 'azure', 'gcp', 'mongodb', 'airflow', 'dados', 'analistadebi', 'oportunidaderemota']",pleno,remoto,vaga
